path	bytes	sha256	category
figures/Fig6.pdf	49016	0b4740086c3b6761ec45c4e22d1bebfd441c5df4c4f902874619f4beff3fc4eb	figure_assets
figures/Fig6.png	691750	68c9628167c58f48412e7a1e4c435d0a5fc29cd54d4ac82f374d4c4a637b078c	figure_assets
figures/Fig6.tif	1400708	6b0bcdd1ad3f495734f99fe66315f6c2db694372b2194a44ac2089a236662672	figure_assets
figures/supplementary/FigS1.pdf	23843	2b9b4c7ca69347798aaca0ca68b44e05e2ae1f2c658e170c0c999fc2e1b2e537	figure_assets
figures/supplementary/FigS1.png	244275	5393372e97003ef0fb03e8859edb6af111baf7b4476bf6b470973a1dcf055d91	figure_assets
figures/supplementary/FigS1.tif	498290	42f071bc08785a51cace37e8691e5fb24f318454b90749d740bf346fddcfe3ae	figure_assets
figures/supplementary/FigS2.pdf	21805	7e0895ad42de6fdf69dd2a61e54880054bc7e75fab1682bf8307f8fffde89e4f	figure_assets
figures/supplementary/FigS2.png	175126	baf3a32b223d71ac6302b57370d1476f445db76743df9efcb2674ec7324d3b49	figure_assets
figures/supplementary/FigS2.tif	390520	b0ae7eb42247bc936a26c1670889357b5e837f518b663f2ebc27987fc4f015fd	figure_assets
figures/supplementary/FigS3.pdf	23200	e61969f765d1ae2f8c40f840db27c3872ded94e26303f027605664ff4bee0d77	figure_assets
figures/supplementary/FigS3.png	174682	70071cef92b98f3c3e46d4878a7b6159db8813fd1c00f7ed445183b659f39a13	figure_assets
figures/supplementary/FigS3.tif	380188	bc47ac0275d465f00bfe4231bb4eea7f3cd2e7ae6a353a1a3033630a21302490	figure_assets
figures/supplementary/FigS4.pdf	21519	aef8ba6c59bbb64f5c522625552f2875d416d465766efb2c77bac9b583919855	figure_assets
figures/supplementary/FigS4.png	140665	19c52d00f8281fe2d3038def6c2cc8959a09e0da03421e92fabbe74e68856db8	figure_assets
figures/supplementary/FigS4.tif	294920	2aab97a5b577dc6c3374241050e884436979e8ab3f5770ba69e23f6f81612f3e	figure_assets
figures/supplementary/FigS5.pdf	27354	e112461f7afdc4d20a54c356c3c7f68dccc463346d76aa67ce5e1ae8097e102c	figure_assets
figures/supplementary/FigS5.png	389283	912d76e1070cff2160605402d980ff2de749f4f0da6eda5574f8de2b29e14604	figure_assets
figures/supplementary/FigS5.tif	594668	8b0188bc50570c35805b07187cc8e9d1677b5e81da5bdc58930740cb8990cb6c	figure_assets
figures/supplementary/FigS6.pdf	22618	0c36d807f94b0105e8e75cc911482e81b34f5e3a8ec6ba9364f7f3b5b72fc3e8	figure_assets
figures/supplementary/FigS6.png	165446	57c64c280c5c546b08d5117b49ffcbd9a785569d1a41c08af8761d40cc840c28	figure_assets
figures/supplementary/FigS6.tif	348712	e8791d1601112b1cf04ad7e7ffb36b1fa7ff0c7d0c9e0a521154508f019579ae	figure_assets
figures/supplementary/FigS7.pdf	26678	9dea15a020e161336f4954d0fbc18f2955843e1be9cb859e96ada7eaada9e955	figure_assets
figures/supplementary/FigS7.png	249440	33c7ae64976ba92354927be6ba6dab92f8957f3bffdefe8c907c912ee1e0f0ab	figure_assets
figures/supplementary/FigS7.tif	642060	791be9f083b4e12c3b0fa277b4f9087c1357d3cc3a4bb83aa7f41cd3f59d66b1	figure_assets
figures/supplementary/FigS8.pdf	22555	7b25e1cbc6f5096781d3e2a1d217f3355b5fb2764304fbf31fabc3d9fd2f3165	figure_assets
figures/supplementary/FigS8.png	141400	83756d034d7aa7159982d689086471120234b275623fe147df61184e29f9efbc	figure_assets
figures/supplementary/FigS8.tif	293050	02d5057412059c9956b483a198a5b853fbb0a5c1350b27fe8793ed9f9c5c7307	figure_assets
figures/supplementary/FigS9.pdf	29757	ffe23698800a8516d30b914081f60b12c7d193a5d98e39ecb36e4b2036b95632	figure_assets
figures/supplementary/FigS9.png	317243	54c1f29f7e493bde18171b60a402f007184cae2f3f97d470006f020ea8387a46	figure_assets
figures/supplementary/FigS9.tif	622028	4796e73352fceecdec74291623f0ba1062e1ada43971e9f97bdea7e8e83b9f00	figure_assets
frozen_intermediates/C1_focus_pathways.tsv	3894	731cb537ffc40c7bc9759c45b3eed9fa0cfd9320669d929bac8b84b7ecd53d95	frozen_intermediate_tables
frozen_intermediates/_q2_for_output.tsv	2016	c6dee72d47c95645998802543c91829cca8f676e3efda7ccd2c6ed09fb35e0dc	frozen_intermediate_tables
frozen_intermediates/c2_11_test_A_ccdep.tsv	7206	92fa087c4e7c734d3cd9fe601e7014c7846200dbd8b2c1ba766d4637f3be39fc	frozen_intermediate_tables
frozen_intermediates/ss2_cellnull_ALL.tsv	16982	d29fe542cb64cb01b7c06a92d45e8cbfdd1b48360af60d21acdf40bab10f13b1	frozen_intermediate_tables
frozen_intermediates/ss2_lopo.tsv	3367	ac9abc419fe5376e4ec2f4f77314454cf1ac69182d867331881c1966aa780321	frozen_intermediate_tables
frozen_intermediates/ss2_pseudobulk_null.tsv	8463	6805282c6319d19b9246feb81ec0d88bd554ec1cfe0fcd7332ed03d65c3dad61	frozen_intermediate_tables
frozen_intermediates/ss2_state_tests.tsv	18324	8bb491bc9e668cf5605e7c51ab36866ea200b586a5823cf2194f272fe193b094	frozen_intermediate_tables
genesets/C1_directional_sets.gmt	55164	65e16e5cdc498fb54aae8a29f677b1d59f4f5530ae6407803dcf7ef602e029c6	gene_set_definitions
genesets/README_genesets.md	1249	6402df96ce56ec607102546b88ac83ed35c4e9402c50a6907c9dde118223f274	gene_set_definitions
genesets/frozen_signature_genes.tsv	536041	cfdc1513b7ab014a793364b6654343e7f4ddea8939d1321faf5193b9a23f9a30	gene_set_definitions
manifest/CODE_RELEASE_MANIFEST.tsv	61180	5c479fa592dbfa8152d64b97682a169bd6a6e6f04ca3cfca1e80da224e4a1d81	manifest
manifest/FILE_MANIFEST.tsv	29124	2eadc138ed1d9f5a9cd84712f81a6964479e545966c341ff11c607dd0ad532be	manifest
manifest/SHA256SUMS.tsv	23498	b33ced769880d3c2aef1aed561fa7fb4ee7615e13ca3bf8310188832c50a2165	manifest
processed_tables/B1_EMTAB9043_METADATA.tsv	5857	5c2508b04f62c848f25ccd3239bc1cf7a3726a44287f643ecdd9300ae74a83b9	processed_result_tables
processed_tables/B1_MASTER_SAMPLE_SHEET.tsv	3427	13321072c5014bc11177b48cd22584a9c1b33c43814d9ed9b1b24a5892737752	processed_result_tables
processed_tables/B1_MATRIX_AUDIT.tsv	1309	0e45deec69f9872f00a0f9e856e582f480de9c99b0bd98b72549461497bbcd48	processed_result_tables
processed_tables/B2_ANALYSIS_MANIFEST.tsv	795	b3deb96e66850670a626f1a80dc1be1facad765ea9048eab91d86c9069139c0f	processed_result_tables
processed_tables/B2_CONTRAST_DICTIONARY.tsv	786	c08d6a38368fba05907eb1a18a472e824941058b8b08f9bd48e7bbe293ba8790	processed_result_tables
processed_tables/B2_FROZEN_SAMPLE_TABLE.tsv	1966	9eccbb438417a5404e4aa4e266162099ff0c14787db09bdcc59dbc0c78fb14e1	processed_result_tables
processed_tables/B35_C4_ENGINE_COMPARISON.tsv	11086106	04414916011591f9dc51a4cee6212f77f532a519f485f424383ba0846d944039	processed_result_tables
processed_tables/B35_C5_ENGINE_COMPARISON.tsv	11016538	d74aad1f11a66d0c1a8eb900421e786bbf2f44002b1002fbc51926ff0841d754	processed_result_tables
processed_tables/B35_DESEQ2_SUMMARY.tsv	674	eb9cdbe3c12c2ac4cb7896ba982441ef674c671004061a54f090dcd9345cd1ed	processed_result_tables
processed_tables/B35_GENE_ANNOTATION.tsv	3407697	b1d11519a65391f4c5af356676be3e687ee9c096f7e0e008fea3b756f94cf222	processed_result_tables
processed_tables/B35_R_MODEL_MATRIX.csv	463	19d427f957c33b81279ba2d0b789138aacbedc1f38f7c720eb09e1b2c6a5b282	processed_result_tables
processed_tables/B3_DE_SUMMARY.tsv	334	6494ef1e40980a7032c0ce56d48772ede059737f91f5c775a1c55e961082ed50	processed_result_tables
processed_tables/B3_FULL_RESULTS_C1.tsv	4836198	c326503480abc55f9dbceb25a94fdd16af92833f2065c71fee583f5da8aaa763	processed_result_tables
processed_tables/B3_FULL_RESULTS_C2.tsv	4485969	79473acfa029c90c623d9553508ef02d5f90ddfca6c736e617501e1e5bcfdfa7	processed_result_tables
processed_tables/B3_FULL_RESULTS_C3.tsv	4655853	7d1ea03bacc5b8e9bee98e2129933cacd81ef37b9f9f73c3b6c3c0211d8732e4	processed_result_tables
processed_tables/B3_FULL_RESULTS_C4.tsv	4671506	21be7b65cc67074c7e543185ad0974c040bebc40673a2628b23ee055cee7eec2	processed_result_tables
processed_tables/B3_FULL_RESULTS_C5.tsv	4613688	611435ade6f9de8d1c447f8ca291b312a2962e6f7fe4459351221e960fdcee8b	processed_result_tables
processed_tables/B3_FULL_RESULTS_C5_INTERACTION.tsv	4613688	611435ade6f9de8d1c447f8ca291b312a2962e6f7fe4459351221e960fdcee8b	processed_result_tables
processed_tables/B3_GSEA_ALL.tsv	4822618	866e93471395fc0b7d6b941e96a632e6f5df92b17f543a2546d9fb9760bb40be	processed_result_tables
processed_tables/B3_GSEA_GOBP.tsv	3208895	aec2e5c75e5b550e17287b6f03d6bf75b1caae8900b07066f2f118f035c162e5	processed_result_tables
processed_tables/B3_GSEA_HALLMARK.tsv	89324	d9513511edfdd11516842612bb1f8df027bda262bf1303eb0fce7c3afb576b35	processed_result_tables
processed_tables/B3_GSEA_REACTOME.tsv	1524579	466ef1f1d5a5ea4cfe8c9ed874a0e13584a923b1bd17d193cd72ae953fc58c4c	processed_result_tables
processed_tables/B3_INTERACTION_TOP_GENES.tsv	13229	d3b1625a1f8eebbdc702a270de1b7e717db5b3331642b2ee68ced0552110d948	processed_result_tables
processed_tables/B3_SOFTWARE_VERSIONS.tsv	1362	2f2eaab311f587c755269599c7792248b9a6052ded5d691e78a69faabbba698a	processed_result_tables
processed_tables/C1_C4_CROSS_PLATFORM_COMPARISON.tsv	880	4270700cc9365cd06e74d2e3b4a2169a47b71176688a05943c1ac64d3246841f	processed_result_tables
processed_tables/C1_C5_CROSS_PLATFORM_COMPARISON.tsv	1164	a793c229668a7515902b4489a214a11b6e6f7a75e9d57891f1f9c8a48359d30b	processed_result_tables
processed_tables/C1_COMMON_GENE_UNIVERSE.tsv	739398	91afbf9f1cbc0b92b134a1222e70022a628d2f21b7ce30df68f41b1a004bd447	processed_result_tables
processed_tables/C1_GIN28_DBS_vs_CTRL.tsv	3048246	adcd44770016b8e13b339f3c1f90b0860080f2a3d4138689e00867b48e4ebedc	processed_result_tables
processed_tables/C1_GIN28_TTFields_vs_CTRL.tsv	3052188	ac4ff63fae2fadc439ccc3aa9b97fe3d21a8edf94148c19a48fe4e9e77d4cb32	processed_result_tables
processed_tables/C1_KNS42_DBS_vs_CTRL.tsv	3048167	df1d4012053b26652fdc20744170c97b51338208d6c2583f97b30ea385f2163c	processed_result_tables
processed_tables/C1_KNS42_TTFields_vs_CTRL.tsv	3049864	b2fbf331420ac66a59e72d0b2451ea3ae1f77445546c8d15af186c4b30fad78d	processed_result_tables
processed_tables/C1_PATHWAY_CONCORDANCE.tsv	314192	14b8e4b0ddfea57ec7a1b99522f3c45d6e11b56ae0d5d4d5c7702799271204d4	processed_result_tables
processed_tables/C1_SOFTWARE_VERSIONS.tsv	711	b993873004e6020fb4520d92d878c69583bc40d15f8f9ef8b0929eff1f905ab6	processed_result_tables
processed_tables/C1_U87MG_DBS_vs_CTRL.tsv	3036364	377db2855a524737c38b908b0a2469c8bfb4894bd1bbe710d5f3ee53ebd0bb80	processed_result_tables
processed_tables/C1_U87MG_TTFields_vs_CTRL.tsv	3036900	404d767c877f25aa7bc7826d5897262d7e29c6d146c8d6e92627ab2c2577f749	processed_result_tables
processed_tables/C2_11_EVIDENCE_GRADES.tsv	2734	64521daa3737b142003cce26e09193414dce31717db836953d9f56ecf4a0bb57	processed_result_tables
processed_tables/C2_11_EXPANDED_CATEGORY_COUNTS.tsv	772	d950f81c396fbeeffb207277fed075cf8c0fd8d50202563e9ba8ac166951f71c	processed_result_tables
processed_tables/C2_11_EXPANDED_MAPPING_DIAG.tsv	1293	a7d59c3671a93da615f86b2ad47c2bd5514d2a9ac485229cde52abeae61e3c7e	processed_result_tables
processed_tables/C2_11_LOPO_A_core.tsv	8329	ef790fc306f42ebf0d2859a05634df77668e1f4edc1112054e9f30979603b3cc	processed_result_tables
processed_tables/C2_11_LOPO_B_mapped_all.tsv	8706	d9f3cc6df6c6947e58448f8aaf2309ffd2b1e1362e7024769130d67c60246025	processed_result_tables
processed_tables/C2_11_PATIENT_EFFECTS_A_core.tsv	18213	e6cc59982f056b8f96e70fe184b1b5e014107f59f83351603d05a5371c0069a6	processed_result_tables
processed_tables/C2_11_PATIENT_EFFECTS_B_mapped_all.tsv	18245	5e5792b8ea7b1312ebe85ef8d63639ad39f6b75d8b8e7bbe747b86cf23f05a17	processed_result_tables
processed_tables/C2_12_MASTER_EVIDENCE.tsv	8925	957f8084593c8cdff4ff874903303665168407d3e3da12e3e7b779414c778884	processed_result_tables
processed_tables/C2_2_FROZEN_SIGNATURES_COVERAGE.tsv	1641	bb2b7954a0edc60d7931996d412c04faa05a264ccd4a1af5079110f5495319ff	processed_result_tables
processed_tables/C2_2_FROZEN_SIGNATURE_GENES.tsv	536041	cfdc1513b7ab014a793364b6654343e7f4ddea8939d1321faf5193b9a23f9a30	processed_result_tables
processed_tables/C2_3_CC_DEPLETION_SUMMARY.tsv	637	e0f111ce7c00c3515d06745ed3da3a83ec73e4982686707cafe2d82c94deae3e	processed_result_tables
processed_tables/C2_3_CELLCYCLE_REMOVAL_LIST_FROZEN.tsv	26122	4b403475b685aab22dbc4453b6f0fb253edeb3c2a53d378beac07bddb7f01eca	processed_result_tables
processed_tables/C2_4_COUTURIER_SAMPLE_ROLES.tsv	1059	c323b69a387018cddcae011058f308411c5f23323235257a7c415a10c604f23d	processed_result_tables
processed_tables/C2_4_QC_NEFTEL_10X.tsv	1134	cc9028beb3cfb48d96415f070c21252bca840fe1b3499c8d032320c5ad9101a3	processed_result_tables
processed_tables/C2_4_QC_NEFTEL_SS2.tsv	1536	3c576206b6f48b669a29c9d870bf26114c295ed0e48fc58a7df325125af414ef	processed_result_tables
processed_tables/C2_DATASET_CANDIDATES.tsv	3788	7e3ff535bb0886d5448d3a81409b941cd19d16fc813fabe9549173d924aee64d	processed_result_tables
processed_tables/C2_LAYERB_CNV_QC.tsv	2012	9f1873de6bf4c4adc7b20da445dde73919a5ab6071099d1950164b9611f3f44a	processed_result_tables
processed_tables/C2_LAYERB_STATE_TESTS.tsv	448	5cdc666dcb5856f858c4214718b45f8328ecfc5a005501fa186c20f4cbf1db14	processed_result_tables
processed_tables/C2_NEFTEL_PATIENT_CROSSWALK.tsv	3600974	d46d330f2d0ab210849e9800742357952e963db9f2f6fc5dba147d8410efe002	processed_result_tables
processed_tables/C2_couturier_layerA_alt_state_tests.tsv	5429	5a3a8836d88b576f0daefe53f8607aecb82adc584d14c749b691b0b85e63ed24	processed_result_tables
processed_tables/C2_couturier_layerA_lopo.tsv	1282	1c0333613026364272086160bcd0e177de36ff325718027a93d5f853d94f3197	processed_result_tables
processed_tables/C2_couturier_layerA_state_tests.tsv	7808	b859fb0fcd09608bd13e74a073592c3b582436bd218692c7f044d21b6d057407	processed_result_tables
processed_tables/C2_couturier_layerA_state_tests_all.tsv	9069	5f85bd7214b2007c01384bf714872bb085244be7e9a750851a8668b28225ec0a	processed_result_tables
processed_tables/C2_ss2_state_tests_unified.tsv	6821	f5ec79f9af77573e88ae4a1b0be9aa827d64b757506c56dc82d5e4c69be5228c	processed_result_tables
processed_tables/C3_C5_EXPLORATORY.tsv	2412	72155b775795e484f5d5f1894f409e05fb26d078e1ca064c80eb90bba70fe378	processed_result_tables
processed_tables/C3_DATASET_QC.tsv	1162	0b98eb707feade8aea94b925ce491c6c8e41b6607506ca00238d25148861ccd8	processed_result_tables
processed_tables/C3_PRIMARY_RESULTS.tsv	12008	e60429c23e3d4d0c968dddee772a5ccc6eb8569199a8992a39a2c6e2a42ee651	processed_result_tables
processed_tables/C3_ROBUSTNESS.tsv	15868	0f38fd2c1c99e503624ad6e83ad31fb920cec1344f3eb3f67c651fb752391f73	processed_result_tables
processed_tables/C3_SECONDARY_RESULTS.tsv	856	19faa7e2d049392f41dac21694f8aca65c5d69943d5c426383773242806db660	processed_result_tables
processed_tables/C4_CLAIM_FIGURE_MATRIX.tsv	2751	05bd95c6c38009a36d9796de7c509fe36eab52a2ceced3f709b853b62eeab0d2	processed_result_tables
processed_tables/C4_MASTER_EVIDENCE.tsv	6568	187d39e4c3f56a95a6b925047040476524954f204ddfbf523a36599e8a124e8b	processed_result_tables
processed_tables/C4_NEGATIVE_RESULTS.tsv	5106	5e3acc6cf1c8a47fbb32037eea8f4d54854862fe8bc44ba94c753f5c09d9ab52	processed_result_tables
processed_tables/GSE324656_FILE_INVENTORY.tsv	2364	ef293c12fe5ad624271f3f9d59e7140b91bf3bb3848f8aca86697d228fae5fe1	processed_result_tables
processed_tables/GSE324656_NOVELTY_MATRIX.tsv	4047	54b5b8dde763b74d97d382cfade3a4002a0e0b9e066daf9ec6c4abcbc758b3ab	processed_result_tables
processed_tables/GSE324656_SAMPLE_METADATA.tsv	5352	ac5e6698b42219553ab1ee04fbad8288aec1bcabffe8beaf3f495afb18eddbec	processed_result_tables
provenance/plotted_values/Fig1_values.tsv	634	60097ce104516e7334200b4fa55b7d317c662c3c17b752c87af5be5e9e39a806	provenance_qc
provenance/plotted_values/Fig2_values.tsv	10585	dd2aeaef7da9fe7a4c8eb11a19739397abc36408940c25c80eea648e5a294601	provenance_qc
provenance/plotted_values/Fig3_values.tsv	8416	ef8fa540c712ba9bdce79dc81ccdface23680b461d5df6c19d2a02a1818f1737	provenance_qc
provenance/plotted_values/Fig4_values.tsv	13270	c1559b0e0b01e7a68552312eed39dd69f54a4c38029f4f4bbef5e240aa63e78a	provenance_qc
provenance/plotted_values/Fig5_values.tsv	3772	65e6a61106ecd82d456f0c9f5ccd89e24f5ff7e4e083730ca668e5093f19a1f8	provenance_qc
provenance/plotted_values/Fig6_values.tsv	123635	d082b9c6073cd0baa3e3c50394b0744407288f0e85fabbf3f27fe7b8b4fb1b26	provenance_qc
provenance/plotted_values/FigS1_values.tsv	3039	3c61f5971a170d12487b3a4e90831b2c26a09c10b888e8f84946ff2a723e7dc1	provenance_qc
provenance/plotted_values/FigS2_values.tsv	1518	c95dc069d42661d481fb77a2806f20fd5bb6b3e0e412de97b235b48634f99bcc	provenance_qc
provenance/plotted_values/FigS3_values.tsv	6193	2bc78834b86ca5e0b8dc94c6af7848985a3a0bf9d0de0992860c48db5ae5c5e2	provenance_qc
provenance/plotted_values/FigS4_values.tsv	167	e16534e84b8bf27ec9dacfe9f949083011852a08de2c2486d095c5d1180e9e24	provenance_qc
provenance/plotted_values/FigS5_values.tsv	8177	1c7a33ace4d6095dc93cda8397b357fca7984299dbb5c87771f482825d2d13ff	provenance_qc
provenance/plotted_values/FigS6_values.tsv	350	823fb26422520cc579c0f3c2b736b353d5f8ce8de5440984195e493a9bf6c52e	provenance_qc
provenance/plotted_values/FigS7_values.tsv	1389	4a18ac1d818bf1dd24a8364ba5ef99f0d632a56313f11cdc110fc41e5369e722	provenance_qc
provenance/plotted_values/FigS8_values.tsv	516	3e7496eb146ca42a9e901c160561f7539e6409c9e9f4aa1c1948fc440fc365c0	provenance_qc
provenance/plotted_values/FigS9_values.tsv	2414	d0e3ee3a15f114e1b7f15ffb98ff45301914a1d72c7c15c2faa0e468e149c84f	provenance_qc
provenance/plotted_values/README.txt	1340	74b30a0118a11f8fcd6bba03bcb240b2d57abdc07d7a844ac140ef0579acddf2	provenance_qc
provenance/qc_assets/FIGURE_ASSET_AUDIT.tsv	4464	d3454de64850ee0c4b602fa854a62e5661a737139a888754921cb1f7e5c95a04	provenance_qc
provenance/qc_assets/FIGURE_FIG6_2X2_AXES_PAYLOAD.tsv	4246	faeaaa719537dcd13f2f25bdc866ead4df11d1f2030303ef329d775e946c795e	provenance_qc
provenance/qc_assets/FIGURE_FIG6_2X2_VALUE_IDENTITY.tsv	761	47dbca5df94072a88baae3c738c3a917ba7b8f0a10283231b6c9a9073e66b956	provenance_qc
provenance/qc_assets/FIGURE_RECONSTRUCTION_MAP.tsv	14227	63701c245489fa92b92c642368e0135826ab36bc8b123965b25224ad45fdb581	provenance_qc
provenance/qc_assets/FIGURE_RECOVERY_MANIFEST.tsv	24745	63b607695ac3d25a96147b5b844f4c1303cd108bdad3c653e10d57bcd7abaeae	provenance_qc
provenance/qc_assets/FIGURE_TECHNICAL_QC.tsv	3382	47443b80f6ef68ade63fa4de52eb8fa52de66c25c6587005d2f98e14ace80af4	provenance_qc
provenance/qc_assets/FIGURE_VALUE_QC.tsv	1722	53134613f4dd0ed5d4f703de7b6b8ab3abfcd6ce1c0f5091e4d3700cba745bdc	provenance_qc
provenance/qc_layout/layout_qc_fig6_2x2.txt	167	8e1bd4668a42b65d08d11af1403388c3d23d3ba12347cb6b3bddfe2e5118decc	provenance_qc
provenance/qc_layout/layout_qc_figs9.txt	85	50afdce2764b3891d5c6f0b471d19f03ab1992dcc83ec24ad10fcb774ef74b3e	provenance_qc
provenance/qc_layout/layout_qc_figures.txt	1344	7c859bf570c0e3efd6917d22b459a232502c4036533c6e0347d0154cdc642433	provenance_qc
qc_figures/B3_QC_C5_diagnostics.png	134872	40fccdaa6970d5ee2f0f1b24668f4d6c4d2ef4f4d8c386342692dfaadec9dab7	analysis_qc_figures
qc_figures/B3_QC_C5_vs_C4_additivity.png	107395	bc571798ba7d43fe380b47884d1f01fb56360cf7ba128759911fe1c265938a90	analysis_qc_figures
scripts_R/B35_engine_verification.R	10871	a73fb1b260553311330ad9593d5cd72c2a4d0f826e36b80fec5a8cdf412f7581	analysis_scripts_R
scripts_R/B35_run_deseq2.R	4293	43c9d320e58aebdbed2c4369217056c02b5c028eb6a6797844d013502256312c	analysis_scripts_R
scripts_R/C1_dir.R	1836	d909d746c16648cffdafe8ae2fde46f288677abcc45e4db6338cf038760d4bc9	analysis_scripts_R
scripts_R/C1_dir_rrho.R	3758	5b5f8be42b13155b5fefc2b4ad3439589b539e92e2f419068a89ae4697b4f39a	analysis_scripts_R
scripts_R/C1_gsea.R	3107	1db9b5981cd01868e7c005bf2c7d3be05bd3673d81cc126fa126d4875690f17b	analysis_scripts_R
scripts_R/C1_limma.R	4539	da005b6086f89e4f3602856712ec49dc97b623fc1f64e26f3e7d71ad507b9b2f	analysis_scripts_R
scripts_R/C1_preprocess.R	941	2e1addda3f0cfe3b8ae7f5aaaaa51c8e1693927ed7d3f64f29e64908a14860d2	analysis_scripts_R
scripts_R/C1_preprocess2.R	1637	816137045ee35e5e1ea3b6f9f10e5406e9ff84cde6ea2e9d2957754073fc89fd	analysis_scripts_R
scripts_R/C1_preprocess3.R	1764	b4d59e26e195a9cedfef59a6b38a6ec4fb15ee0fa94adcd5ccb405e02af3b040	analysis_scripts_R
scripts_R/C1_preprocess4.R	1286	e5ec27259736fa070e31486225f66a7da112b20ef167ae203bb89d912d9c51e7	analysis_scripts_R
scripts_R/C1_versions.R	325	b98bde2fb064b4b2055066dd07c675f3f58ea7b112aacaa45f6da79ca5e78dcb	analysis_scripts_R
scripts_R/versions.R	184	6f79f3551be27260f91ca948a273d0f93893f5dff88f4b4257a3f078a46f7f79	analysis_scripts_R
scripts_figures/_layout_qc_fig6_2x2.py	5612	1a91f0bbc65ea4db51c01ff5fdc17a70aed6094340735f9ec2a9fa15d6dc5c30	figure_scripts
scripts_figures/_layout_qc_figs9.py	4716	35f11eb5a0a22b0e6ec9e3707993427a17dc4d59de888beef22eb28524e44f3e	figure_scripts
scripts_figures/_layout_qc_figures.py	4736	9433541c2fb5bd69048085c083f2815a6f94cbad1c884c3dbf4d5127ea11c7cf	figure_scripts
scripts_figures/compare_fig6_arrays.py	7232	0067d5c5425ce6f800fc4ae91ca1b5660a87cdce2854f1651020eb00fc17fa7b	figure_scripts
scripts_figures/fig1.py	7197	08b8a8ce801b1ddef6c27a4d0d20664072d40e677eb41f2fcfe613a3cf1f6b4d	figure_scripts
